EMPLOYER_KEY,EMPLOYER_NAME,Certified_LCAs,New_Employment_Approval,Most_Common_SOC,Median_Prevailing_Wage_Level,Median_Annualized_Prevailing_Wage
stateuniversityofnewyorkpurchasecollege,State University of New York - Purchase College,1,0,Computer and Information Systems Managers,NA,75093
statewideconditioning,STATEWIDE CONDITIONING,1,0,Cost Estimators,IV,110531
stationcasinos,Station Casinos,2,0,Computer and Information Systems Managers,II,125195
statsketch,StatSketch,1,0,Data Scientists,IV,144518
stax,Stax,1,0,Management Analysts,III,135450
stayntouch,StayNTouch,3,0,Software Developers,III,148221
stbonaventureuniversity,St. Bonaventure University,5,0,"Physics Teachers, Postsecondary",I,59680
stcatherinehospital,ST. CATHERINE HOSPITAL,1,0,Medical and Clinical Laboratory Technologists,III,66476.8
stclairmedicalservices,St. Clair Medical Services,1,0,Neurologists,II,124384
steamworksstudio,STEAM Works Studio,1,0,Computer and Information Systems Managers,IV,223309
stearnsconradandschmidtconsultingengineering,"Stearns, Conrad and Schmidt Consulting Engineering",2,0,Environmental Engineers,III,115024
stechus,S Tech US,1,0,Software Developers,II,105227
steeldynamicssouthwest,Steel Dynamics Southwest,1,0,Manufacturing Engineers,I,84386
steelenggolfcartcorporation,Steeleng Golf Cart Corporation,1,0,Human Factors Engineers and Ergonomists,II,95617.59999999999
steelwarehousecompany,Steel Warehouse Company,1,0,Software Developers,II,85904
steinberghart,Steinberg Hart,1,0,"Architects, Except Landscape and Naval",I,85696
stellaautomotiveai,Stella Automotive AI,1,0,Industrial Production Managers,III,155293
stellarelements,Stellar Elements,3,0,Software Developers,II,110406
stellarservices,Stellar Services,2,0,Computer Programmers,III,121035.5
stellationcare,Stellation Care,1,0,Data Scientists,III,158641.6
stemsolutions,STEM SOLUTIONS,3,0,Software Quality Assurance Analysts and Testers,II,94203
stemxpert,STEM XPERT,1,0,Information Technology Project Managers,II,90001.6
stenographheico,Stenograph Heico,1,0,Business Intelligence Analysts,III,116334
stenoracorp,STENORA CORP,3,0,Software Developers,II,105996.8
stepful,Stepful,3,0,Architectural and Engineering Managers,III,141170
stephengouldcorporation,Stephen Gould Corporation,1,0,Project Management Specialists,I,70616
stephenphillipsarchitectssparchspc,Stephen Phillips Architects (SPARCHS) PC,2,0,"Architects, Except Landscape and Naval",I,64459.2
stepstonegrouplp,StepStone Group LP,2,0,Financial and Investment Analysts,II,99486.5
steptoellp,Steptoe LLP,3,0,Lawyers,III,153254
stericycle,Stericycle,1,0,Computer Network Architects,II,118435
sterlingandwilsonsolarsolutions,Sterling and Wilson Solar Solutions,1,0,"Business Operations Specialists, All Other",I,52998
sterlingengineering,STERLING ENGINEERING,1,0,Electrical Engineers,IV,123739.2
sterlingjewelers,Sterling Jewelers,3,0,Software Developers,III,107619
sterlingpacificwoodproducts,Sterling Pacific Wood Products,1,0,Market Research Analysts and Marketing Specialists,II,59114
sterlingpharmausa,Sterling Pharma USA,2,0,Chemists,IV,101296
sterlingsoftware,Sterling Software,2,0,Software Developers,II,97032
sterlingwisconsin,Sterling Wisconsin,1,0,Chemists,IV,101296
stevenealder,Steven E Alder,1,0,Mechanical Engineers,I,72467
stevenmaddenltd,"Steven Madden, Ltd",1,0,Software Developers,III,151819
stevenscountyhealthcare,Stevens County Healthcare,1,0,Medical and Clinical Laboratory Technologists,II,49795.200000000004
stevenstechnicalservices,Stevens Technical Services,1,0,Transportation Engineers,II,82326
stevesilvercompany,Steve Silver Company,1,0,Financial and Investment Analysts,I,62504
stevieawards,Stevie Awards,1,0,Web Developers,II,98238
stewardhealthcaresystem,STEWARD HEALTH CARE SYSTEM,1,0,Computer and Information Systems Managers,II,125466
stfrancisschool,St. Francis School,1,0,"Secondary School Teachers, Except Special and Career/Technical Education",I,47620
sthelenaparishschooldistrict,St. Helena Parish School District,2,0,"Secondary School Teachers, Except Special and Career/Technical Education",III,62640
stiaostechnologies,Stiaos Technologies,9,0,Computer Programmers,II,83429
stichtingoxfaminternational,Stichting Oxfam International,1,0,General and Operations Managers,II,128544
stimscience,StimScience,2,0,Bioengineers and Biomedical Engineers,IV,150571
stirlingfoundation,Stirling Foundation,1,0,Chief Executives,I,89960
stixistechnologies,Stixis Technologies,1,0,Software Developers,II,105997
stjohnphysicians,St. John Physicians,5,0,Neurologists,I,78437
stjohnscountyboardofcountycommissioners,ST. JOHNS COUNTY BOARD OF COUNTY COMMISSIONERS,1,0,"Architects, Except Landscape and Naval",I,58989
stjohnsepiscopalhospital,St. John's Episcopal Hospital,3,0,"Physicians, All Other",NA,107610.52
stjosephhospital,St. Joseph Hospital,1,0,Anesthesiologists,NA,239200
stjosephphysicianassociates,St. Joseph Physician Associates,1,0,Hospitalists,III,171204.80000000002
stjosephphysicianservices,St. Joseph Physician Services,1,0,"Physicians, All Other",II,220626
stjudegraduateschoolofbiomedicalsciences,St. Jude Graduate School of Biomedical Sciences,1,0,Instructional Coordinators,I,40602
stjudemedicalbusinessservices,ST. JUDE MEDICAL BUSINESS SERVICES,3,0,Technical Writers,III,69202
stlukeshealthsystemltd,"St. Luke's Health System, Ltd",1,0,General Internal Medicine Physicians,II,178818
stlukesphysiciangroup,St. Luke's Physician Group,5,0,General Internal Medicine Physicians,III,98030
stmaryscommunityhospital,St. Mary's Community Hospital,1,0,Medical and Clinical Laboratory Technologists,IV,70158.4
stmarysphysicianservices,St. Mary's Physician Services,2,0,Cardiologists,NA,239200
stmichaelscatholicacademy,St. Michaels Catholic Academy,1,0,Data Scientists,I,82763.2
stmichaelschool,St. Michael School,2,0,"Middle School Teachers, Except Special and Career/Technical Education",I,39810
stockx,StockX,2,0,Industrial Engineers,IV,138538
stoic,Stoic,1,0,"Computer Occupations, All Other",IV,115398
stok,Stok,1,0,Financial Quantitative Analysts,III,104166
stoketherapeutics,Stoke Therapeutics,1,0,Validation Engineers,IV,130582
stonberghickmanpavloffllp,"Stonberg, Hickman & Pavloff LLP",1,0,Lawyers,I,93662
stoncorgroup,Stoncor Group,2,0,Operations Research Analysts,III,104416
stonebridgeconsulting,Stonebridge Consulting,2,0,Business Intelligence Analysts,III,110905.5
stonecoastfundservices,Stone Coast Fund Services,1,0,Accountants and Auditors,III,86882
stonehengemanagement,Stonehenge Management,1,0,Financial Managers,I,139922
stonehillcapitalmanagement,Stonehill Capital Management,1,0,Financial and Investment Analysts,IV,176571
stonehillcollege,Stonehill College,2,0,"Computer Science Teachers, Postsecondary",I,83096.5
stonepeakpartnerslp,Stonepeak Partners LP,1,0,Financial and Investment Analysts,IV,176571
stoneridge,Stoneridge,4,0,Automotive Engineers,II,91052
stonewallsolutions,Stonewall Solutions,1,0,Software Quality Assurance Analysts and Testers,IV,113818
stonybrooklinacupuncturepc,Stony Brook Lin Acupuncture PC,2,0,Acupuncturists,I,63252.9
stord,STORD,1,0,Business Intelligence Analysts,I,117291
storiaagency,Storia Agency,1,0,Operations Research Analysts,II,91270
stormflag,Storm Flag,1,0,Special Effects Artists and Animators,I,64626
storrcapitaldbastorrgroup,Storr Capital dba Storr Group,1,0,Financial and Investment Analysts,II,91083
stpaper,ST Paper,1,0,Manufacturing Engineers,III,94037
straightedgeinnovations,StraightEdge Innovations,1,0,Software Developers,II,105996.8
stratadecisiontechnology,Strata Decision Technology,1,0,Information Technology Project Managers,III,136843
stratasolutions,Strata Solutions,1,0,Software Developers,I,81245
stratcap,StratCap,1,0,Financial and Investment Analysts,IV,176571
stratedge,Stratedge,3,0,Software Developers,II,114468
strategicdatasystems,Strategic Data Systems,1,0,Software Developers,II,112986
strategicsolutionsgroup,Strategic Solutions Group,7,0,Software Developers,II,111758
strategicvaluesolutions,Strategic Value Solutions,1,0,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",IV,125778
strategysoft,strategy Soft,2,0,Computer Systems Engineers/Architects,II,91977.5
stratg,StratG,1,0,Software Developers,II,123656
stratiscloudtechsolutions,Stratis Cloud Tech Solutions,2,0,Software Developers,II,93205
stratitude,Stratitude,3,0,Software Developers,II,105206.4
strativia,Strativia,1,0,Materials Scientists,II,79685
strattonaviation,Stratton Aviation,1,0,General and Operations Managers,II,92498
streamline,Streamline,4,0,Software Developers,III,120359
streamlinecpq,Streamline CPQ,1,0,Software Developers,III,112320
streamlinehealthcaresolutions,Streamline Healthcare Solutions,1,0,Software Developers,I,85363
streamlineusa,Streamline USA,1,0,Public Relations Specialists,II,64854.4
streamlinktechnologies,STREAMLINK TECHNOLOGIES,1,0,Web Developers,I,55058
streamnetservices,STREAMNET SERVICES,1,0,Computer User Support Specialists,I,38584
streamsourcetechnologies,Streamsource Technologies,1,0,Business Intelligence Analysts,IV,138715
streetlightdata,Streetlight Data,2,0,Civil Engineers,III,134087
strengthofnature,STRENGTH OF NATURE,2,0,Computer and Information Systems Managers,III,151965
stressengineeringservices,Stress Engineering Services,1,0,Mechanical Engineers,IV,147181
stretto,Stretto,1,0,Computer and Information Systems Managers,IV,214614
stride,Stride,8,0,Software Developers,III,148325
stridereducationfoundation,Strider Education Foundation,1,0,Social and Community Service Managers,II,75192
striim,Striim,2,0,Sales Engineers,II,104697
strikeready,StrikeReady,1,0,Computer and Information Systems Managers,III,175531
strikingdistancestudios,Striking Distance Studios,1,0,Video Game Designers,I,91894
strobeventureslp,Strobe Ventures LP,1,0,Financial Managers,II,190757
strongbasics,StrongBasics,2,0,Computer Network Support Specialists,II,79518
stronghousesolutions,STRONGHOUSE SOLUTIONS,2,0,Treasurers and Controllers,II,160222
strongpointconsulting,Strong Point Consulting,11,0,Data Scientists,II,106350
structuralconceptscorporation,Structural Concepts Corporation,1,0,Manufacturing Engineers,III,91208
structuralengineersincorporated,Structural Engineers Incorporated,1,0,Civil Engineers,I,88213
structuralpreservationsystems,Structural Preservation Systems,1,0,Civil Engineers,III,102274
structurepoint,Structure Point,1,0,Civil Engineers,III,102669
stsinnovation,STS INNOVATION,1,0,Computer Systems Analysts,II,105019.2
stthomasuniversitycollegeoflaw,St. Thomas University College of Law,1,0,"Law Teachers, Postsecondary",II,96873
studio100a,Studio100A,1,0,"Architects, Except Landscape and Naval",I,72363
studiogangarchitects,Studio Gang Architects,2,0,"Architects, Except Landscape and Naval",II,76481.6
studiolabs,Studio Labs,2,0,Information Technology Project Managers,I,89794
studiooutside,STUDIO OUTSIDE,2,0,"Designers, All Other",II,59352.5
studiossquaredarchitecture,Studio S Squared Architecture,1,0,"Architects, Except Landscape and Naval",NA,65650
studiowhynought,Studio Whynought,2,0,Interior Designers,IV,90043.2
studycom,Study.com,1,0,Software Developers,II,172931
stueveconstruction,Stueve Construction,1,0,Construction Managers,III,95680
stuller,Stuller,5,0,Market Research Analysts and Marketing Specialists,II,50627
stvconstruction,STV Construction,9,0,Civil Engineers,II,96138
stvincenthospitalandhealthcarecenter,St. Vincent Hospital and Health Care Center,1,0,"Pediatricians, General",I,136843
stylux,Stylux,1,0,Software Developers,III,151819
subcom,SubCom,1,0,Computer Systems Engineers/Architects,II,90002
subsea7us,Subsea 7 US,5,0,Mechanical Engineers,III,125008
substack,Substack,2,0,Software Developers,II,142189
substationengineeringco,Substation Engineering Co,2,0,Electrical Engineers,III,110261
successfulcapitalventures,Successful Capital Ventures,1,0,Software Developers,II,105997
successschool,SUCCESS SCHOOL,1,0,"Elementary School Teachers, Except Special Education",II,52227
sudhiinfomatics,SUDHI INFOMATICS,6,0,Software Developers,II,103604.8
sudhko,SUDHKO,3,0,Computer Programmers,II,83866
suffolkconstructioncompany,Suffolk Construction Company,14,0,Construction Managers,II,101567.5
sugandhrelanddsp,"Sugandh Relan DDS, P",1,0,General and Operations Managers,II,117541
sugatuconsulting,Sugatu Consulting,1,0,Software Developers,IV,128960
sukiai,Suki AI,3,0,Information Technology Project Managers,III,139589
sulzerpumpsus,Sulzer Pumps (US),1,0,Industrial Engineers,II,93454
sulzerturboserviceshouston,SULZER TURBO SERVICES HOUSTON,1,0,Mechanical Engineers,II,102856
sumble,Sumble,1,0,Software Developers,III,116854
sumirikotechnicalcenteramerica,SumiRiko Technical Center America,1,0,Mechanical Engineers,I,72467
sumitomomitsuitrustbanklimited,"Sumitomo Mitsui Trust Bank, Limited",2,0,Credit Analysts,I,99892
sumitomomitsuitrustbankusalimited,Sumitomo Mitsui Trust Bank (U.S.A.) Limited,1,0,Information Security Analysts,IV,173056
sumitomopharmaamerica,Sumitomo Pharma America,1,0,Biostatisticians,II,146078
summitenergyservices,SUMMIT ENERGY SERVICES,6,0,Data Scientists,IV,122335.5
summitmedicalgroup,Summit Medical Group,3,0,General Internal Medicine Physicians,II,152048
summittherapeutics,Summit Therapeutics,2,0,Clinical Data Managers,IV,109026
summittherapeuticssub,Summit Therapeutics Sub,1,0,Project Management Specialists,IV,157373
sumtercountyschoolsystem,Sumter County School System,2,0,"Secondary School Teachers, Except Special and Career/Technical Education",I,45540
sumukhfinancials,Sumukh Financials,1,0,Accountants and Auditors,I,58843
sunartechsolutions,SUNAR TECH SOLUTIONS,3,0,Software Developers,II,99965
sunbowenterprises,Sunbow Enterprises,1,0,Data Scientists,II,111966
sundtconstruction,Sundt Construction,5,0,Civil Engineers,III,106579
sunfixtechnologies,SUNFIX TECHNOLOGIES,1,0,Software Developers,III,127504
sunhydrogen,SunHydrogen,2,0,Materials Scientists,IV,108118.4
suniquecabinets,Sunique Cabinets,1,0,Budget Analysts,I,51126.399999999994
sunlandlogisticssolutions,Sunland Logistics Solutions,1,0,"Transportation, Storage, and Distribution Managers",IV,136698
sunlifefamilyhealth,Sun Life Family Health,1,0,Medical and Health Services Managers,III,136760
sunlifefinancialusservicescompany,Sun Life Financial (U.S.) Services Company,12,0,Software Developers,II,108139
sunlighttechnologies,SunLight Technologies,14,0,Software Developers,II,105227
sunmergesystems,Sunmerge Systems,2,0,Database Administrators,II,104385
sunnovaenergycorporation,Sunnova Energy Corporation,2,0,Computer and Information Systems Managers,II,139516
sunnyopticaltechnologyusa,SUNNY OPTICAL TECHNOLOGY USA,2,0,Chemical Engineers,I,92716.1
sunnyskyproducts,Sunny Sky Products,1,0,Business Intelligence Analysts,II,81245
sunovee,Sunovee,2,0,Statisticians,II,103272
sunpharmaceuticalindustries,Sun Pharmaceutical Industries,6,0,Regulatory Affairs Specialists,III,90053.5
sunplusdatagroup,SUNPLUS DATA GROUP,2,0,Software Developers,II,105612
sunrayinformatics,Sunray Informatics,10,0,Computer Programmers,II,105029.5
sunriderinternational,Sunrider International,1,0,Software Developers,II,126942
sunriseerectors,Sunrise Erectors,1,0,Civil Engineers,IV,126921.6
sunriseseniorlivingmanagement,Sunrise Senior Living Management,1,0,Software Developers,I,97157
sunsealawgrouppc,Sunsea Law Group P.C,1,0,Lawyers,I,142729.6
sunsetcommunityhealthcenter,Sunset Community Health Center,1,0,"Pediatricians, General",I,130374
sunsetlearninginstitute,Sunset Learning Institute,1,0,Computer Systems Engineers/Architects,II,102274
sunshineinternationalcorp,Sunshine International Corp,1,0,Logisticians,III,62317
sunshineoutdoors,Sunshine Outdoors,2,0,General and Operations Managers,II,104894
sunshineusagroup,SUNSHINE USA GROUP,1,0,"Teachers and Instructors, All Other",III,84614.4
sunstatecardiologypc,"SUN STATE CARDIOLOGY, PC",1,0,Cardiologists,NA,471014
sunstoneassetmanagementlp,"Sunstone Asset Management, LP",1,0,Financial and Investment Analysts,II,115731
sunstrongmanagement,SunStrong Management,11,0,Software Developers,II,124842
suntechpros,SunTechPros,2,0,Mechanical Engineers,III,113682
sunwavehealthformerlysunwavesolutions,Sunwave Health (formerly Sunwave Solutions),1,0,Computer and Information Systems Managers,IV,198266
supanthatechnologies,Supantha Technologies,1,0,Computer Programmers,II,83866
superintendentofmarionschooldistrict,Superintendent of Marion School District,5,0,"Special Education Teachers, All Other",I,42790
superintendentofosceolapublicschools,Superintendent of Osceola Public Schools,4,0,"Secondary School Teachers, Except Special and Career/Technical Education",I,44790
superioressexinternational,Superior Essex International,1,0,General and Operations Managers,IV,123552
superiorvisionbenefitmanagement,Superior Vision Benefit Management,1,0,Software Developers,NA,123825
superlogix,SUPERLOGIX,8,0,Software Developers,I,83876
supersetpartners,Superset Partners,1,0,Database Architects,III,170892.8
supersocial,SUPERSOCIAL,1,0,Art Directors,I,89898
supersoftsolutions,Super Soft Solutions,2,0,Computer Systems Engineers/Architects,II,103656.79999999999
supersteel,Super Steel,1,0,Mechanical Engineers,II,83075
supertechnologysolutions,Super Technology Solutions,1,0,Software Developers,II,105227
supplywisdom,Supply Wisdom,1,0,Marketing Managers,I,117541
supportcenterforchildadvocates,Support Center for Child Advocates,1,0,"Child, Family, and School Social Workers",III,59738
supremecourtofappealsofwestvirginia,Supreme Court of Appeals of West Virginia,1,0,Database Administrators,IV,82555
supremesoftcorporation,SUPREMESOFT CORPORATION,2,0,Software Developers,II,137737.5
suprhasvc,Suprha Svc,1,0,Operations Research Analysts,II,74984
sureifylabs,Sureify Labs,3,0,Software Developers,III,171018
surekap,Surekap,1,0,Mechanical Engineers,IV,112549
surepods,SurePods,1,0,Logistics Analysts,IV,87755
sureshenterprises,Suresh Enterprises,1,0,Financial and Investment Analysts,II,85467
suretechservices,SURE TECH SERVICES,2,0,Software Developers,I,89200.79999999999
surflinewavetrak,Surfline/Wavetrak,1,0,Treasurers and Controllers,II,163467
surgeinfotech,Surge Infotech,1,0,Software Developers,II,105997
surgicalcareaffiliates,Surgical Care Affiliates,1,0,Software Developers,II,105206
surgicalinformationsystems,SURGICAL INFORMATION SYSTEMS,1,0,Computer Systems Engineers/Architects,IV,90168
surveyingandmapping,Surveying and Mapping,2,0,Civil Engineers,III,90896
sussexcountypublicschools,Sussex County Public Schools,2,0,"Middle School Teachers, Except Special and Career/Technical Education",I,48425
sustainablefisheryadvocates,Sustainable Fishery Advocates,1,0,Conservation Scientists,II,73632
sutherlandglobalservices,Sutherland Global Services,1,0,Sales Engineers,IV,132205
suthratechnologies,SUTHRA TECHNOLOGIES,2,0,Software Developers,I,102159.5
suvipsolutions,SUVIP SOLUTIONS,3,0,Sales Engineers,III,182811
suvoda,SUVODA,2,0,Clinical Data Managers,I,76533.5
suvsolutions,SUV Solutions,4,0,Software Developers,II,114826.5
svats,SVATS,11,0,Software Developers,II,95742
svetlanamasgutovaeducationalinstitute,Svetlana Masgutova Educational Institute,1,0,Instructional Coordinators,I,45468.799999999996
svksystems,SVK Systems,22,0,Software Developers,II,95888
svkveterinaryservicesp,SVK Veterinary Services P,2,0,Veterinarians,III,132018
svnitservices,SVN IT Services,1,0,Software Developers,II,105997
svssofttech,SVS SOFT TECH,9,0,Computer Programmers,II,79102.40000000001
svstechnologieslimited,SVS TECHNOLOGIES LIMITED,6,0,Software Developers,II,105216.5
svsummit,SV Summit,1,0,Financial and Investment Analysts,II,115939.2
svt,SVT,1,0,Database Administrators,II,80204.8
svtechnologyservices,SV TECHNOLOGY SERVICES,10,0,Software Developers,II,105997
svtronics,SVTronics,4,0,Electrical Engineers,I,62213
swainarchitects,Swain Architects,1,0,Interior Designers,II,64397
swartekcorporation,Swartek Corporation,2,0,Computer Systems Engineers/Architects,II,125247.5
swedishfalls,Swedish Falls,1,0,Accountants and Auditors,I,57803
sweepai,Sweep AI,1,0,Software Developers,II,155605
swepnorthamerica,SWEP North America,2,0,Mechanical Engineers,I,82898.5
swift,S.W.I.F.T.,10,0,Software Developers,II,141463
swiftbeat,Swift Beat,2,0,Aerospace Engineers,IV,193825
swiftbeefcompanyajbssubsidiary,"SWIFT BEEF COMPANY, A JBS SUBSIDIARY",1,0,Software Developers,II,104894
swiftbeefcompanyajbsusasubsidiary,"Swift Beef Company, a JBS USA subsidiary",1,0,Software Developers,II,104894
swiftcollisionrepair,Swift Collision Repair,1,0,Software Developers,I,102357
swiftnavigation,SWIFT NAVIGATION,1,0,Computer and Information Systems Managers,III,167835
swiftpacesolutions,Swift Pace Solutions,1,0,Software Developers,I,76606.4
swiftsolar,Swift Solar,1,0,Software Developers,II,155605
swiftsolutions,Swift Solutions,7,0,Software Developers,II,102565
swiftstrategicsolutions,SWIFT STRATEGIC SOLUTIONS,8,0,Software Developers,II,101233.6
swishanalytics,Swish Analytics,1,0,Data Scientists,III,158642
swissreamericaholdingcorporation,Swiss Re America Holding Corporation,19,0,Software Developers,II,121007
swnorthamerica,SW North America,1,0,Sales Engineers,III,110677
swoopcom,Swoop.com,1,0,Database Architects,II,131685
swpayrollservices,S&W Payroll Services,1,0,Marketing Managers,I,70720
swpayrollservicesdbanetchex,S&W Payroll Services d/b/a Netchex,1,0,Database Administrators,II,70262
sydata,SYDATA,4,0,Software Developers,II,84708
sygntechsystems,SygnTech Systems,1,0,Software Developers,II,105227
sygnusit,SygnusIT,1,0,Business Intelligence Analysts,II,118414
sylvamonorthamerica,Sylvamo North America,1,0,Environmental Engineers,III,85758
symbastechcorp,Symbastech Corp,1,0,Data Scientists,II,81723.2
symbiosisconsultingservices,SYMBIOSIS CONSULTING SERVICES,1,0,Computer Programmers,II,83866
symbiosyssolutions,SymbioSys Solutions,3,0,Software Developers,III,117811
symbolarts,SymbolArts,1,0,Project Management Specialists,II,77730
symetralifeinsurancecompany,Symetra Life Insurance Company,2,0,Data Scientists,II,98623
symphonyairetail,SymphonyAI Retail,2,0,Computer Systems Engineers/Architects,NA,97636
symphonycommunicationservices,Symphony Communication Services,1,0,Information Technology Project Managers,III,121514
symphonycorporation,Symphony Corporation,7,0,Software Developers,III,126880
symphonymedicalassociatespa,"SYMPHONY MEDICAL ASSOCIATES, P.A",1,0,General Internal Medicine Physicians,I,143187
symplicitycorporation,Symplicity Corporation,2,0,Software Developers,II,111349.5
symprio,Symprio,1,0,Computer and Information Systems Managers,II,148491
synamediaamericas,Synamedia Americas,1,0,Software Developers,III,112299
synapsebiomedical,Synapse Biomedical,1,0,Bioengineers and Biomedical Engineers,II,79602
synapsetechservices,Synapse Tech Services,2,0,Software Developers,I,79612
synapsiq,SYNAPSIQ,2,0,Network and Computer Systems Administrators,III,106662
synapteinsolutions,SYNAPTEIN SOLUTIONS,2,0,Information Technology Project Managers,II,109356
synapticsincorporated,Synaptics Incorporated,5,0,"Electronics Engineers, Except Computer",II,151091
synbiotechnologies,Synbio Technologies,3,0,Human Resources Specialists,I,55910
syncarphacapital,Syncarpha Capital,1,0,Treasurers and Controllers,II,190757
synchronisys,Synchronisys,2,0,Software Quality Assurance Analysts and Testers,II,75337.59999999999
synchronosstechnologies,Synchronoss Technologies,2,0,Software Developers,NA,137148.5
syndigo,Syndigo,6,0,Software Developers,II,103210
synecticsformanagementdecisions,Synectics for Management Decisions,3,0,Software Developers,II,122699
synectiks,SYNECTIKS,1,0,Software Developers,III,129584
syneoshealth,Syneos Health,9,0,Statisticians,II,103272
syneoshealthus,Syneos Health US,4,0,Software Developers,III,130977.5
synergbiopharmagroup,Syner-G BioPharma Group,1,0,Regulatory Affairs Specialists,III,91478
synergy55,Synergy55,1,0,Information Technology Project Managers,IV,137758
synergybusinessinnovationsolutions,Synergy Business Innovation & Solutions,3,0,Software Developers,II,108826
synergyconstructiongroup,SYNERGY CONSTRUCTION GROUP,1,0,Cost Estimators,III,83824
synergyglobaltechnologies,SYNERGY GLOBAL TECHNOLOGIES,1,0,Software Developers,III,151549
synergyrehab,Synergy Rehab,1,0,Physical Therapists,II,84885
synersystechnologies,Synersys Technologies,11,0,Computer Network Architects,II,111363.2
synerzysoftwaresolutions,Synerzy Software Solutions,1,0,Computer Systems Analysts,II,80350
syngentaseeds,Syngenta Seeds,1,0,Data Scientists,I,85821
synoptek,Synoptek,1,0,Information Technology Project Managers,IV,137758
synovasoft,SYNOVASOFT,4,0,Software Developers,II,105830.5
synovusfinancialcorp,Synovus Financial Corp,3,0,Software Developers,III,113259
synpulseusa,Synpulse USA,2,0,Management Analysts,II,94484
syntechsoft,Syntech Soft,1,0,Data Scientists,II,75962
synthesissystems,Synthesis Systems,9,0,Computer Systems Analysts,III,118789
synthetixai,SYNTHETIXAI,1,0,Web Developers,III,94973
synthiolabsltd,"SynthioLabs, Ltd",2,0,Business Intelligence Analysts,II,117811.2
synthropic,Synthropic,1,0,Computer and Information Systems Managers,NA,204784
sypramsoftware,Sypram Software,1,0,Software Developers,I,95493
syquestsoft,Syquestsoft,1,0,Software Developers,II,108826
syrainfotek,SYRAINFOTEK,12,0,"Computer Occupations, All Other",II,97178
syrianemergencytaskforce,Syrian Emergency Task Force,1,0,Public Relations Specialists,II,68848
sysarch,SYSARCH,1,0,Software Developers,II,86694.4
sysazzle,SYSAZZLE,1,0,Software Developers,III,127754
syscocorporation,Sysco Corporation,2,0,Information Technology Project Managers,III,133297
sysintel,SYSINTEL,1,0,Information Technology Project Managers,II,82534
syskoplanreply,Syskoplan Reply,4,0,Software Developers,II,115429.5
sysmexamerica,Sysmex America,6,0,Software Developers,III,127754
syssol,SYSSOL,2,0,Computer Programmers,II,100516
systechcorp,SYSTECHCORP,15,0,Information Technology Project Managers,II,86736
systegration,SYSTEGRATION,1,0,Software Developers,III,127753.6
system1research,System1 Research,1,0,Sales Managers,I,126734
systembiosciences,System Biosciences,2,0,Bioengineers and Biomedical Engineers,I,73580
systemsandsolutions,Systems and Solutions,3,0,Software Developers,I,91645
systemsengineeringtechnologiescorporation,Systems Engineering Technologies Corporation,1,0,Software Developers,NA,104400
systemsintegration,Systems Integration,1,0,Software Developers,II,122699
systemsofttechnologies,SYSTEM SOFT TECHNOLOGIES,58,0,Software Developers,II,101109
systemstechnologygroup,Systems Technology Group,13,0,Software Developers,III,127504
systimmune,SystImmune,2,0,Biostatisticians,III,143748.5
systomaconsulting,Systoma Consulting,2,0,"Computer Occupations, All Other",III,119672.79999999999
sysvinetechnologies,SYSVINE TECHNOLOGIES,1,0,Software Developers,III,151819
t45labs,T45 Labs,1,0,Clinical Research Coordinators,I,150904
taaltechnologies,TAAL TECHNOLOGIES,4,0,Mechanical Engineers,I,80683
taaraconnect,Taara Connect,1,0,Mechanical Engineers,III,155043
tabsplatformdbatabs,Tabs Platform. dba Tabs,1,0,Software Developers,II,123656
tacnodeus,Tacnode US,2,0,Market Research Analysts and Marketing Specialists,II,123510.5
tacometals,TACO Metals,1,0,Logisticians,III,74776
tahlequahhospitalauthority,Tahlequah Hospital Authority,3,0,Medical and Clinical Laboratory Technologists,II,35110.4
tahoeforesthospitaldistrict,Tahoe Forest Hospital District,1,0,Medical and Clinical Laboratory Technologists,IV,114650
tainstrumentswaters,TA Instruments - Waters,1,0,Information Technology Project Managers,III,114920
taiyocircuitautomation,Taiyo Circuit Automation,1,0,Mechanical Engineers,NA,95089
tajtechnologies,TAJ Technologies,1,0,Software Developers,III,132267.2
takedapharmaceuticalsamerica,Takeda Pharmaceuticals America,2,0,Industrial Production Managers,III,141273.5
taketwointeractivesoftware,Take-Two Interactive Software,1,0,"Compensation, Benefits, and Job Analysis Specialists",II,84781
talech,Talech,8,0,Software Developers,III,122273.5
talentacquisitiondbastand8,Talent & Acquisition dba Stand8,1,0,Software Developers,IV,120037
talentedit,Talented IT,4,0,Computer and Information Systems Managers,III,129646.5
talenteer,Talenteer,1,0,Accountants and Auditors,I,55598
talentitservices,Talent IT Services,4,0,Software Developers,II,101930.5
talentixsolutions,TALENTIX SOLUTIONS,1,0,Clinical Data Managers,I,98155
talisclinical,Talis Clinical,2,0,Computer Systems Engineers/Architects,II,94078.5
talkiatrymanagementservices,Talkiatry Management Services,1,0,General and Operations Managers,III,180981
talkingrainbeveragecompany,Talking Rain Beverage Company,1,0,Data Warehousing Specialists,II,97094
tallahasseememorialhealthcare,Tallahassee Memorial Healthcare,3,0,Respiratory Therapists,II,52541
tampaelectriccompany,TAMPA ELECTRIC COMPANY,8,0,Data Scientists,III,113443
tamsquared,TAMSQUARED,1,0,Statisticians,II,146078
tandymgroup,Tandym Group,1,0,Software Developers,III,151819
