instnm,ein
Tennessee College of Applied Technology-Pulaski,621187305
Tennessee College of Applied Technology-Shelbyville,270615592
Tennessee School of Beauty of Knoxville Inc,621431835
Tennessee State University,620786119
Tennessee Technological University,620646806
Tennessee Wesleyan University,620476661
Terra State Community College,341054067
Texarkana College,756004413
Texas A & M International University,741761398
Texas A & M University-College Station,746000531
Texas A & M University-Commerce,756001353
Texas A & M University-Corpus Christi,741760663
Texas A & M University-Kingsville,746001530
Texas A & M University-System Office,742648747
Texas A&M University-Central Texas,244169042
Texas A&M University-San Antonio,264168896
Texas A&M University-Texarkana,752655354
Texas Barber College,752768481
Texas Beauty College,900284901
Texas Chiropractic College Foundation Inc,760196908
Texas Christian University,750827465
Texas College,750917417
Texas College of Cosmetology-Abilene,752228210
Texas College of Cosmetology-Lubbock,752228210
Texas College of Cosmetology-San Angelo,752228210
Texas County Technical College,842931220
Texas Health and Science University,742562204
Texas Health School,861056941
Texas Healthtech Institute,262605013
Texas Lutheran University,741109748
Texas Southern University,746001391
Texas Southmost College,746002593
Texas State Technical College,741646989
Texas State University,746002248
Texas Tech University,756002622
Texas Tech University Health Sciences Center,752668014
Texas Tech University Health Sciences Center-El Paso,756002622
Texas Tech University System Administration,756002622
Texas Wesleyan University,750800691
Texas Woman's University,756002618
Textures Institute of Cosmetology,272014969
Thaddeus Stevens College of Technology,270060517
Thanh Le College School of Cosmetology,330505725
The  Beauty Institute,43732586
The  Salon Professional Academy of Holland,811568925
The Academy of Hair Design LLC,201942367
The Academy of Hair Design Six,30858393
The Ailey School,132584273
The Barber School,870663462
The Beauty Institute,43732586
The Beauty Institute,651026504
The Beauty Institute-Ambler,710919969
The Catholic University of America,530196583
The Chicago School at Anaheim,900394713
The Chicago School at Chicago,363005527
The Chicago School at Dallas,364769956
The Chicago School at Los Angeles,900394713
The Chicago School at San Diego,900394713
The Chicago School at Washington DC,800477644
The Chicago School at Xavier University of Louisiana,900394713
The Chicago School-College of Nursing,364769956
The Christ College of Nursing and Health Sciences,203823825
The Chrysm Institute of Esthetics,201850867
The College of Health Care Professions-Austin,10643462
The College of Health Care Professions-Dallas,10643462
The College of Health Care Professions-Fort Worth,-1
The College of Health Care Professions-McAllen Campus,30427095
The College of Health Care Professions-Northwest,30427095
The College of Health Care Professions-San Antonio,-1
The College of Health Care Professions-South San Antonio,-1
The College of Health Care Professions-Southwest Houston,-1
The College of Idaho,820200906
The College of New Jersey,222797398
The College of Saint Rose,141338371
The College of Saint Scholastica,410698301
The College of the Florida Keys,591209205
The College of Westchester,131879788
The College of Wooster,340714654
The Colleges of Law at Santa Barbara,952592468
The Colleges of Law at Ventura,952592468
The Cooper Union for the Advancement of Science and Art,135562985
The Culinary School of Fort Worth,465756791
The Esthetic Institute,770596338
The Evergreen State College,910826533
The Fab School,202795925
The Hair Academy,593801342
The Hair Academy LLC,820847015
The Institute of Beauty and Wellness,391980723
The Juilliard School,131624067
The King's University,464671972
The Landing School,10355980
The Master's University and Seminary,956001907
The Michigan Barber School,381284777
The Modern College of Design,452519379
The New England Conservatory of Music,237225104
The New School,133297197
The Nurse Academy,474900212
The Professional Cosmetology Academy,814402970
The Professional Hair Design Academy,391777254
The Rapha School,471275959
The Recording Conservatory of Austin,271457937
The Salon Professional Academy,843120022
The Salon Professional Academy,205964913
The Salon Professional Academy,472223869
The Salon Professional Academy Maplewood,813415641
The Salon Professional Academy-Altoona,30386757
The Salon Professional Academy-Appleton,202585674
The Salon Professional Academy-Battle Creek,432101874
The Salon Professional Academy-Cedar Falls,420894907
The Salon Professional Academy-Colorado Springs,202879665
The Salon Professional Academy-Delray Beach,592895749
The Salon Professional Academy-Evansville,208357665
The Salon Professional Academy-Fargo,743097622
The Salon Professional Academy-Ft Myers,823028112
The Salon Professional Academy-Georgetown,464985179
The Salon Professional Academy-Huntsville,208534783
The Salon Professional Academy-Kenosha,208217330
The Salon Professional Academy-Lewisville,562457591
The Salon Professional Academy-Melbourne,592895749
The Salon Professional Academy-Nampa,820500246
The Salon Professional Academy-Nashville,208080838
The Salon Professional Academy-Onalaska,204325935
The Salon Professional Academy-San Jose,273530923
The Salon Professional Academy-St Charles,204078395
The Salon Professional Academy-Tonawanda,331132603
The Salon Professional Academy-Washington DC,30386757
The School of Architecture,821898299
The Seattle School of Theology & Psychology,912037146
The Spa School,310737577
The Temple Annapolis-A Paul Mitchell Partner School,20681291
The Temple-A Paul Mitchell Partner School,20681291
The University of Aesthetics & Cosmetology,364469908
The University of Alabama,636001138
The University of Findlay,344431169
The University of Montana,816001713
The University of Montana-Western,816001713
The University of Olivet,381459365
The University of Tampa,590624459
The University of Tennessee Health Science Center,626001636
The University of Tennessee Southern,626001636
The University of Tennessee System Office,-1
The University of Tennessee-Chattanooga,626001636
The University of Tennessee-Knoxville,626001636
The University of Tennessee-Martin,626001636
The University of Texas at Arlington,756000121
The University of Texas at Austin,746000203
The University of Texas at Dallas,75130556
The University of Texas at El Paso,746000813
The University of Texas at San Antonio,417171158
The University of Texas at Tyler,751396988
The University of Texas Health Science Center at Houston,741761309
The University of Texas Health Science Center at San Antonio,741586031
The University of Texas MD Anderson Cancer Center,746001118
The University of Texas Medical Branch at Galveston,746000949
The University of Texas Permian Basin,751393493
The University of Texas Rio Grande Valley,746002942
The University of Texas System Office,746000203
The University of the South,620475697
The Vocational Nursing Institute Inc,272361792
The Wright Institute,941674865
Theatre of Arts,951519423
Theological Seminary of the Reformed Episcopal Church,236004577
Thiel College,250965576
Thomas Aquinas College,941698615
Thomas College,10263385
Thomas Edison State University,222942727
Thomas Jefferson School of Law,330696561
Thomas Jefferson University,231352651
Thomas M Cooley Law School,381988915
Thomas More College of Liberal Arts,20344073
Thomas More University,610448560
Thomas University,580644897
Three Rivers College,430862849
Tidewater Community College,541268286
Tidewater Tech-Trades,541058176
Tiffin Academy of Hair Design,341966490
Tiffin University,344427516
TIGI Hairdressing Academy Guilford,300169798
TIGI Hairdressing Academy Newtown,61360694
Tigi Hairdressing Academy-Colorado Springs,841436284
Tillamook Bay Community College,930792039
Tint School of Makeup & Cosmetology,264399441
Tint School of Makeup and Cosmetology-Dallas,264399441
Toccoa Falls College,580685908
Tohono O'Odham Community College,860931108
Toledo Public Schools Adult and Continuing Education,346401449
Tom P. Haney Technical College,596000511
Tomorrow's Image Barber And Beauty Academy of Virginia,542035117
Tompkins Cortland Community College,160928736
Toni & Guy Hairdressing Academy-Cranston,201584646
Toni & Guy Hairdressing Academy-Shoreline,911737028
Toni & Guy Hairdressing Academy-Worcester,264157028
Tonsorial Arts Barber College,473444966
Tooele Technical College,870632053
Top Nails & Hair Beauty School,770700028
Top of the Line Barber College,264734612
Top of the Line Barber School,475568515
Torah Temimah Talmudical Seminary,113051157
Total Beauty Institute,475100395
Total Image Beauty Academy,161713151
Total Transformation Institute of Cosmetology,204716609
Tougaloo College,640303093
Touro University,132676570
Touro University California,133838740
Touro University Nevada,200363127
Touro University Worldwide,133838740
Towson University,526002033
Transitions Career Institute School of Nursing,455440886
Transylvania University,610444825
Traviss Technical College,264968874
Traxlers School of Hair,640872578
Treasure Coast Technical College,596000673
Treasure Valley Community College,930507187
Trend Barber College,760683198
Trend Barber College,760683198
Trend Setters School,431939636
Trendsetters School of Beauty & Barbering,20674095
Trenz Beauty Academy,453146628
Trevecca Nazarene University,620497990
Tri County Regional Vocational Technical High School,42534841
Tri-Community Adult Education,956006406
Tri-County Adult Career Center,310723866
Tri-County Community College,560896010
Tri-County Technical College,570428018
Tri-Rivers Career Center,310843022
Tri-State Bible College,310792741
Tri-State Cosmetology Institute,741546537
Triangle Tech Inc-Bethlehem,251266566
Triangle Tech Inc-Dubois,251266567
Triangle Tech Inc-Greensburg,251266566
Triangle Tech Inc-Pittsburgh,251266566
Triangle Tech Inc-Sunbury,251266566
Triangle Tech-Chambersburg,251266566
Tricoci University of Beauty Culture,562384225
Tricoci University of Beauty Culture LLC-Bloomington,351605900
Tricoci University of Beauty Culture-Bridgeview,562384225
Tricoci University of Beauty Culture-Chicago NE,562384225
Tricoci University of Beauty Culture-Chicago NW,562384225
Tricoci University of Beauty Culture-Elgin,562384225
Tricoci University of Beauty Culture-Glendale Heights,562384225
Tricoci University of Beauty Culture-Highland,562384225
Tricoci University of Beauty Culture-Indianapolis,562384225
Tricoci University of Beauty Culture-Janesville,562384225
Tricoci University of Beauty Culture-Lafayette,562384225
Tricoci University of Beauty Culture-Libertyville,562384225
Tricoci University of Beauty Culture-Normal,562384225
Tricoci University of Beauty Culture-Peoria,562384225
Tricoci University of Beauty Culture-Rockford,562384225
Trident Technical College,570440170
Trine University,350715530
Trine University-Regional/Non-Traditional Campuses,350715530
Trinidad State College,840644739
Trinity Baptist College,412270181
Trinity Bible College and Graduate School,450306841
Trinity Christian College,362387148
Trinity College,60646927
Trinity College of Florida,596155069
Trinity College of Nursing & Health Sciences,810994377
Trinity Episcopal School for Ministry,251271008
Trinity Health System School of Nursing,340714474
Trinity International University-Florida,362216176
Trinity International University-Illinois,362216176
Trinity Law School,362216176
Trinity University,741109633
Trinity Valley Community College,756001769
Trinity Washington University,530196640
Triton College,362537114
Trocaire College,160909446
Troy University,636001102
Truckee Meadows Community College,886000024
Truett McConnell University,580531392
Truman State University,436005833
Tuana European Beauty Academy,462567628
Tucson College of Beauty,43681122
Tufts University,42103634
Tulane University of Louisiana,720423889
Tulsa Community College,736017987
Tulsa Technology Center,730964127
Tulsa Welding School-Dallas Campus,872138502
Tulsa Welding School-Houston,460981933
Tulsa Welding School-Jacksonville,593708228
Tulsa Welding School-Jacksonville,593708228
Tulsa Welding School-Tulsa,731367563
Turning Point Beauty College,475110700
Turtle Mountain Community College,450323401
Tusculum University,620484185
Tuskegee University,630288878
Twin City Beauty College,522193447
Tyler Junior College,756002676
U.S. Truck Driver Training School,383215477
UCAS University of Cosmetology Arts & Sciences,741501454
UCAS University of Cosmetology Arts & Sciences-Harlingen,742228042
UCAS University of Cosmetology Arts & Sciences-La Joya,742228042
UCAS University of Cosmetology Arts & Sciences-McAllen,742228042
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,741501454
UCNJ Union College of Union County  NJ,221515225
UEI College-Bakersfield,800614178
UEI College-Chula Vista,954232466
UEI College-Fresno,800614178
UEI College-Garden Grove,954232466
UEI College-Gardena,270387566
UEI College-Huntington Park,954232466
UEI College-Mesa,954232466
UEI College-Oceanside,954232466
UEI College-Ontario,954232466
UEI College-Phoenix,954232466
UEI College-Reseda,954232466
UEI College-Riverside,270387566
UEI College-Sacramento,270387566
UEI College-Stockton,954232466
UEI College-Tacoma,270387566
UEI College-West Covina,954232466
Uintah Basin Technical College,870293396
Ukiah Adult School,946002711
Ulster County Community College,146028097
Ultimate Medical Academy,472578950
Ultrasound Medical Institute,205932575
Umpqua Community College,930519151
Union Adventist University,470405319
Union Bible College,351098204
Union College,610461768
Union College,141338580
Union County Vocational Technical School,226016431
Union Presbyterian Seminary,540506428
Union Theological Seminary in the City of New York,131624238
Union University,620516509
Unitech Training Academy-Alexandria,721406985
Unitech Training Academy-Baton Rouge,721406985
Unitech Training Academy-Houma,721406985
Unitech Training Academy-Lafayette,721406985
Unitech Training Academy-New Orleans,721406985
Unitech Training Academy-West Monroe,721406985
United Beauty College,841458379
United Education Institute-Las Vegas,270387566
United Education Institute-Morrow,954232466
United Education Institute-Stone Mountain,800614178
United Lutheran Seminary,231365169
United States Air Force Academy,311575142
United States Coast Guard Academy,720564834
United States Merchant Marine Academy,530204543
United States Military Academy,141364902
United States Naval Academy,973806000
United States Sports Academy,630771624
United States University,822829649
United Talmudical Seminary,113279978
United Technical Center,556000329
United Theological Seminary,310568239
United Theological Seminary of the Twin Cities,410854766
United Tribes Technical College,450314233
Unitek College,710992661
Unitek College,942843682
Unitek College,942843682
Unity Environmental University,10275130
UnityPoint Health-Des Moines School of Radiologic Technology,420680452
Universal College of Beauty Inc-Los Angeles 2,952812075
Universal College of Healing Arts,201305061
Universal Healthcare Careers College,263470515
Universal Spa Training Academy,10878517
Universal Technical Institute of Arizona Inc,860891201
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,860891802
Universal Technical Institute of California Inc,911910050
Universal Technical Institute of Illinois Inc,930976890
Universal Technical Institute of Northern California Inc,201760247
Universal Technical Institute of Pennsylvania Inc,200048193
Universal Technical Institute of Texas Inc.,860226984
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,860226984
Universal Technical Institute-Bloomfield,823003973
Universal Technical Institute-Dallas Fort Worth,860226984
Universal Technical Institute-South Florida Miramar,862405273
Universal Technical Institute-Southern California,471341849
Universal Technical Institute-West Texas,862378504
Universal Technology College of Puerto Rico,660439432
Universal Training Institute,841708171
Universidad Adventista de las Antillas,660275521
Universidad Ana G. Mendez-Carolina Campus,660201206
Universidad Ana G. Mendez-Cupey Campus,660201206
Universidad Ana G. Mendez-Gurabo Campus,660201206
Universidad Central de Bayamon,660259904
Universidad Central Del Caribe,660349669
Universidad del Sagrado Corazon,660207156
Universidad Pentecostal Mizpa,660420721
Universidad Politecnica de Puerto Rico,660362606
Universidad Teologica del Caribe,660388034
University Academy of Hair Design,680545420
University at Albany,146013200
University at Buffalo,146013200
University of Advancing Technology,860464544
University of Aesthetics & Cosmetology,364469908
University of Aesthetics & Cosmetology,364469908
University of Akron Main Campus,346002924
University of Akron Wayne College,346002924
University of Alabama at Birmingham,636005396
University of Alabama in Huntsville,630520830
University of Alabama System Office,636001138
University of Alaska Anchorage,926000147
University of Alaska Fairbanks,926000147
University of Alaska Southeast,926000147
University of Alaska System of Higher Education,926000147
University of Arizona,742652689
University of Arkansas,716003252
University of Arkansas at Little Rock,710236904
University of Arkansas at Monticello,716008509
University of Arkansas at Pine Bluff,716010030
University of Arkansas Community College Rich Mountain,710444027
University of Arkansas Community College-Batesville,710445264
University of Arkansas Community College-Morrilton,710353619
University of Arkansas for Medical Sciences,716046242
University of Arkansas Grantham,872164679
University of Arkansas Hope-Texarkana,710392370
University of Arkansas System Office,716003252
University of Arkansas-Fort Smith,710394794
University of Arkansas-Pulaski Technical College,710411512
University of Baltimore,526002033
University of Bridgeport,861274088
University of California College of the Law-San Francisco,942581680
University of California-Berkeley,946002123
University of California-Davis,946036494
University of California-Irvine,952226406
University of California-Los Angeles,956006143
University of California-Merced,270093858
University of California-Riverside,956006142
University of California-San Diego,956006144
University of California-San Francisco,946036493
University of California-Santa Barbara,956006145
University of California-Santa Cruz,941539563
University of California-System Administration Central Office,943067788
University of Central Arkansas,716001828
University of Central Florida,592924021
University of Central Missouri,446000293
University of Central Oklahoma,736017987
University of Charleston,550357039
University of Chicago,362177139
University of Cincinnati-Blue Ash College,316000989
University of Cincinnati-Clermont College,316000989
University of Cincinnati-Main Campus,316000989
University of Colorado Boulder,846000555
University of Colorado Colorado Springs,846000555
University of Colorado Denver/Anschutz Medical Campus,846000555
University of Colorado System Office,846000555
University of Connecticut,60772160
University of Connecticut-Avery Point,60772160
University of Connecticut-Hartford Campus,60772160
University of Connecticut-Stamford,60772160
University of Connecticut-Waterbury Campus,60772160
University of Dallas,750926755
University of Dayton,310536715
University of Delaware,516000297
University of Denver,840404231
University of Detroit Mercy,381360586
University of Dubuque,420680323
University of East-West Medicine,770471570
University of Evansville,350868074
University of Florida,596002052
University of Florida-Online,596002052
University of Fort Lauderdale,650683159
University of Georgia,586001998
University of Guam,980032933
University of Hartford,60731360
University of Hawaii at Hilo,996000354
University of Hawaii at Manoa,996000354
University of Hawaii Maui College,996000354
University of Hawaii System Office,996000354
University of Hawaii-West Oahu,996000354
University of Health Sciences and Pharmacy in St. Louis,430652675
University of Holy Cross,720642832
University of Houston,746001399
University of Houston-Clear Lake,746001399
University of Houston-Downtown,746001399
University of Houston-System Administration,746001399
University of Houston-Victoria,746001399
University of Idaho,826000945
University of Illinois Chicago,376000511
University of Illinois Springfield,376000511
University of Illinois System Offices,376000511
University of Illinois Urbana-Champaign,376000511
University of Indianapolis,350868107
University of Iowa,426004813
University of Jamestown,450231180
University of Kansas,481124839
University of Kentucky,616001218
University of La Verne,951644026
University of Louisiana at Lafayette,726000820
University of Louisiana at Monroe,726001695
University of Louisiana-System Administration,720768389
University of Louisville,611014882
University of Lynchburg,540505922
University of Maine,16000769
University of Maine at Augusta,16000769
University of Maine at Farmington,16000769
University of Maine at Fort Kent,16000769
University of Maine at Presque Isle,16000769
University of Maine-System Central Office,16000769
University of Management and Technology,541881450
University of Mary,450273403
University of Mary Hardin-Baylor,741191640
University of Mary Washington,546001757
University of Maryland Eastern Shore,526002033
University of Maryland Global Campus,526002033
University of Maryland  Baltimore,526002033
University of Maryland-Baltimore County,526002033
University of Maryland-College Park,526002033
University of Massachusetts Chan Medical School,43167352
University of Massachusetts Global,260152908
University of Massachusetts-Amherst,43167352
University of Massachusetts-Boston,43167352
University of Massachusetts-Central Office,43167352
University of Massachusetts-Dartmouth,43167352
University of Massachusetts-Lowell,43167352
University of Memphis,620648618
University of Miami,590624458
University of Michigan-Ann Arbor,386006309
University of Michigan-Dearborn,386006309
University of Michigan-Flint,386006309
University of Minnesota-Crookston,416007513
University of Minnesota-Duluth,416007513
University of Minnesota-Morris,416007513
University of Minnesota-Rochester,416007513
University of Minnesota-Twin Cities,416007513
University of Mississippi,646001159
University of Missouri-Columbia,436003859
University of Missouri-Kansas City,436003859
University of Missouri-St Louis,436003859
University of Missouri-System Office,436003859
University of Mobile,630417508
University of Montevallo,636000720
University of Mount Olive,560623936
University of Mount Saint Vincent,131740445
University of Mount Union,340714687
University of Nebraska at Kearney,470049123
University of Nebraska at Omaha,470049123
University of Nebraska Medical Center,470049123
University of Nebraska-Central Administration System Office,470491233
University of Nebraska-Lincoln,470049123
University of Nevada-Las Vegas,886000024
University of Nevada-Reno,886000024
University of New England,10211810
University of New Hampshire at Manchester,26000937
University of New Hampshire College of Professional Studies Online,26000937
University of New Hampshire-Franklin Pierce School of Law,26000937
University of New Hampshire-Main Campus,26000937
University of New Haven,60761704
University of New Mexico-Gallup Campus,856000642
University of New Mexico-Los Alamos Campus,856000642
University of New Mexico-Main Campus,856000642
University of New Mexico-Taos Campus,856000642
University of New Mexico-Valencia County Campus,856000642
University of New Orleans,720702000
University of North Alabama,636000893
University of North Carolina Asheville,566002370
University of North Carolina at Chapel Hill,566001393
University of North Carolina at Charlotte,560791228
University of North Carolina at Greensboro,566001468
University of North Carolina at Pembroke,566000805
University of North Carolina School of the Arts,566065273
University of North Carolina System,566172047
University of North Carolina Wilmington,561258660
University of North Dakota,456002491
University of North Florida,592976169
University of North Georgia,586002060
University of North Texas,756002149
University of North Texas at Dallas,271208151
University of North Texas Health Science Center,756064033
University of North Texas System,752932678
University of Northern Colorado,846000546
University of Northern Iowa,426004333
University of Northwestern Ohio,341695897
University of Northwestern-St Paul,410711610
University of Notre Dame,350868188
University of Oklahoma-Health Sciences Center,736017987
University of Oklahoma-Norman Campus,731377584
University of Oregon,464727800
University of Pennsylvania,231352685
University of Phoenix-Arizona,942473210
University of Phoenix-California,942473210
University of Phoenix-Hawaii,942473210
University of Phoenix-Nevada,942473210
University of Phoenix-Texas,942473210
University of Pikeville,610444788
University of Pittsburgh-Bradford,250965591
University of Pittsburgh-Greensburg,250965591
University of Pittsburgh-Johnstown,250965591
University of Pittsburgh-Pittsburgh Campus,250965591
University of Pittsburgh-Titusville,250965591
University of Portland,930401259
University of Providence,810231777
University of Puerto Rico at Cayey,660433766
University of Puerto Rico at Ponce,660436768
University of Puerto Rico-Aguadilla,660560807
University of Puerto Rico-Arecibo,660560806
University of Puerto Rico-Bayamon,660560805
University of Puerto Rico-Carolina,660560809
University of Puerto Rico-Central Administration,660433767
University of Puerto Rico-Humacao,660433765
University of Puerto Rico-Mayaguez,660433761
University of Puerto Rico-Medical Sciences,660433762
University of Puerto Rico-Rio Piedras,660433760
University of Puerto Rico-Utuado,660560808
University of Puget Sound,910564961
University of Redlands,951643389
University of Rhode Island,3414000
University of Richmond,540505965
University of Rio Grande,314379537
University of Rochester,263800000
University of Saint Francis-Fort Wayne,350886846
University of Saint Joseph,60646829
University of Saint Katherine,272912448
University of Saint Mary,480547846
University of Saint Mary of the Lake,362171077
University of San Diego,952544535
University of San Francisco,941156628
University of Science and Arts of Oklahoma,736017987
University of Scranton,240795495
University of Silicon Valley,941156509
University of Sioux Falls,460224600
University of South Alabama,630477348
University of South Carolina Aiken,576001153
University of South Carolina Beaufort,576001153
University of South Carolina-Columbia,576001153
University of South Carolina-Lancaster,576001153
University of South Carolina-Salkehatchie,576001153
University of South Carolina-Sumter,576001153
University of South Carolina-Union,576001153
University of South Carolina-Upstate,576001153
University of South Dakota,466000364
University of South Florida,593102112
University of Southern California,951642394
University of Southern Indiana,351308176
University of Southern Maine,16000769
University of Southern Mississippi,646000818
University of Spa & Cosmetology Arts,371053366
University of St Francis,362170999
University of St Thomas,410693970
University of St Thomas,741277664
University of St. Augustine for Health Sciences,593166042
University of Texas Southwestern Medical Center,756002868
University of the Arts,231639911
University of the Cumberlands,610470593
University of the District of Columbia,274018807
University of the Incarnate Word,741109661
University of the Ozarks,710236867
University of the Pacific,941156266
University of the Potomac-VA Campus,830497458
University of the Potomac-Washington DC Campus,830497458
University of the Southwest,850164940
University of the Virgin Islands,660432514
University of the West,931022351
University of Toledo,346401483
University of Tulsa,730579298
University of Utah,876000525
University of Valley Forge,231382408
University of Vermont,30179440
University of Virginia's College at Wise,546001796
University of Virginia-Main Campus,546001796
University of Washington-Bothell Campus,916001537
University of Washington-Seattle Campus,916001537
University of Washington-Tacoma Campus,916001537
University of West Alabama,636001100
University of West Florida,596001874
University of West Georgia,586002055
University of West Los Angeles,263250475
University of Western States,930309970
University of Wisconsin-Eau Claire,391805963
University of Wisconsin-Green Bay,391805963
University of Wisconsin-La Crosse,391805963
University of Wisconsin-Madison,391805963
University of Wisconsin-Milwaukee,391805963
University of Wisconsin-Milwaukee Flex,391805963
University of Wisconsin-Oshkosh,391805963
University of Wisconsin-Parkside,391805963
University of Wisconsin-Parkside Flex,391805963
University of Wisconsin-Platteville,391805963
University of Wisconsin-River Falls,391805963
University of Wisconsin-Stevens Point,391805963
University of Wisconsin-Stout,391805963
University of Wisconsin-Superior,391805963
University of Wisconsin-System Administration,391805963
University of Wisconsin-Whitewater,391805963
University of Wyoming,836000331
University System of Maryland,526002033
University System of Maryland-Research Centers,526002033
University System of New Hampshire System Office,26000937
Unlimited Cosmetology School,900717130
UPMC Jameson School of Nursing,250965406
UPMC Mercy School of Nursing,250965429
UPMC Shadyside School of Nursing,250969480
UPMC St. Margaret School of Nursing,232875070
Upper Cape Cod Regional Technical School,42382003
Upper Iowa University,420680372
Upper Kutz Barber & Style College,472725017
Upper Valley Career Center,310819594
Upper Valley Educators Institute,20423502
Upstate Medical University,146013200
UR Beauty & Barber Academy,-1
Urban Academy of Beauty,651255024
Urban Barber College,271115396
Urban College of Boston,43403049
Urshan College,430913877
Urshan Graduate School of Theology,431897269
Ursinus College,231177930
Ursuline College,340714777
Uta Mesivta of Kiryas Joel,61555313
Utah State University,876000528
Utah Tech University,876000488
Utah Valley University,870280648
Utica University,161476258
Valdosta State University,586002072
Valencia College,591216316
Valley City State University,456002482
Valley College of Medical Careers,954722561
Valley College-Beckley,550677360
Valley College-Cleveland,550677360
Valley College-Martinsburg,550677360
Valley Forge Military College,231178880
Valley Grande Institute for Academic Studies,752684723
Valor Christian College,271625785
Valparaiso University,350868125
Vance-Granville Community College,560937968
Vanderbilt University,620476822
VanderCook College of Music,362539399
Vanguard University of Southern California,956002998
Vanguard-Sentinel Adult Career and Technology Center,340978908
Vantage Career Center,341146218
Vassar College,141338587
Vaughn Beauty College,811068662
Vaughn College of Aeronautics and Technology,110461385
Veeb Nassau County School of Practical Nursing,116002404
Velvatex College of Beauty Culture,710809144
Venango County Area Vocational Technical School,251159679
Ventura Adult and Continuing Education,952397308
Ventura College,952224338
Ventura County Community College System Office,952224338
Venus Beauty Academy,123205749
Veritas Baptist College,272918042
Vermont College of Fine Arts,208384273
Vermont Law and Graduate School,237251952
Vermont State Colleges-Office of the Chancellor,30213787
Vermont State University,30213789
Vernon College,751325933
Verve College,261274500
Vet Tech Institute,881482719
Vet Tech Institute of Houston,880946043
VH Barber & Styling Academy,262595657
Vibe Barber College,271733923
VICI Beauty School,391051696
Victor Valley College,956006576
Victoria Beauty & Barber College,742830457
Victoria College,746002452
Victoria's Academy of Cosmetology,912133631
Victory Career College,453117770
Villa Maria College,160871487
Villanova University,231352688
Vincennes Beauty College,351143182
Vincennes University,356004137
Virginia Beach City Public Schools School of Practical Nursing,540722075
Virginia Beach Theological Seminary,541776238
Virginia Commonwealth University,546001758
Virginia Highlands Community College,541268289
Virginia Military Institute,546001803
Virginia Peninsula Community College,541268284
Virginia Polytechnic Institute and State University,546001805
Virginia State University,546001811
Virginia Union University,540524516
Virginia University of Integrative Medicine,200683049
Virginia University of Lynchburg,540714277
Virginia Wesleyan University,546039600
Virginia Western Community College,541268273
Visible Music College,621861520
Viterbo University,390978445
Vogue College of Cosmetology,270996166
Vogue College of Cosmetology-McAllen,271227781
Vogue College of Cosmetology-San Antonio Fredericksburg,271227966
Vogue College of Cosmetology-Santa Fe,271227883
Vogue International Academy,432997433
Volunteer State Community College,620818836
Voorhees University,570329786
Vski Cosmetology School,821096661
Wabash College,350868202
Wabash Valley College,370906196
Wade College,751320886
Wade Gordon Hairdressing Academy,320257031
Wade Gordon Hairdressing Academy-Lubbock,320257031
Wade Gordon Hairdressing Academy-Oklahoma,320257031
Wagner College,135604699
Wake Forest University,560532138
Wake Technical Community College,560792775
Walden University,650353783
Waldorf University,262331448
Walla Walla Community College,910821964
Walla Walla University,910617727
Walnut Hill College,232172311
Walsh College,381308480
Walsh University,340868798
Walters State Community College,620807429
Warner Pacific University,930386890
Warner Pacific University Professional and Graduate Studies,930386890
Warner University,591275800
Warren County Career Center,310803915
Warren County Community College,222376658
Warren Wilson College,560767736
Warrensburg Area Career Center,446006148
Wartburg College,420680351
Wartburg Theological Seminary,420681105
Washburn Institute of Technology,486030115
Washburn University,486030115
Washington & Jefferson College,250965601
Washington Adventist University,520643528
Washington and Lee University,540505977
Washington Barber College Inc,201979448
Washington College,520591691
Washington County Career Center-Adult Technical Training,310735812
Washington County Community College,10416015
Washington Health System School of Nursing,250965600
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,141760521
Washington State Community College,311323212
Washington State University,916001108
Washington University in St Louis,430653611
Washington University of Science and Technology,853437119
Washtenaw Community College,381784300
Watts College of Nursing,560530011
Waubonsee Community College,366153030
Waukesha County Technical College,396005054
Wayland Baptist University,750859668
Wayne Community College,560792849
Wayne County Community College District,386157869
Wayne County Schools Career Center,341000350
Wayne Finger Lakes BOCES-Practical Nursing Program,166007057
Wayne State College,470491233
Wayne State University,386028429
Waynes College of Beauty,941749486
Waynesburg University,250965603
Waynesville Career Center,436007819
Weatherford College,756002862
Webb Institute,111630912
Webb's Barber School of Arts,452994950
Webber International University,592139553
Weber State University,876000535
Webster University,430662529
Weill Medical College of Cornell University,131623978
Welch College,620481463
Welder Training and Testing Institute,231889726
Wellesley College,42103637
Wells College,150532276
WellSpring School of Allied Health-Kansas City,10731982
WellSpring School of Allied Health-Lawrence,10731982
WellSpring School of Allied Health-Springfield,10731982
WellSpring School of Allied Health-Wichita,10731982
Wenatchee Valley College,910817705
Wentworth Institute of Technology,41958460
Wes Watkins Technology Center,731310881
Wesley Biblical Seminary,640579585
Wesley Theological Seminary,530245887
Wesleyan College,580593438
Wesleyan University,60646959
West Chester University of Pennsylvania,232417773
West Coast University-Center for Graduate Studies,954647739
West Coast University-Dallas,954647739
West Coast University-Los Angeles,954647739
West Coast University-Miami,954647739
West Coast University-Ontario,954647739
